"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price"
"Jet Airways","05/21/2019","Kolkata","Banglore","CCU → BOM → BLR","02:05 PM","11:35 PM","9h 30m","1 stop","In-flight meal not included",132
"Jet Airways","05/18/2019","Delhi","Cochin","DEL → AMD → BOM → COK","11:05 PM","04:25 AM","29h 20m","2 stops","No info",185
"IndiGo","05/12/2019","Banglore","Delhi","BLR → DEL","12:30 AM","03:25 AM","2h 55m","non-stop","No info",48
"SpiceJet","06/06/2019","Delhi","Cochin","DEL → MAA → COK","06:05 AM","11:20 AM","5h 15m","1 stop","No info",68
"Multiple carriers","06/06/2019","Delhi","Cochin","DEL → HYD → COK","07:05 AM","04:10 PM","9h 5m","1 stop","No info",118
"Multiple carriers","06/03/2019","Delhi","Cochin","DEL → BOM → COK","08:30 AM","07:15 PM","10h 45m","1 stop","No info",94
"IndiGo","06/01/2019","Delhi","Cochin","DEL → BLR → COK","05:10 AM","10:05 AM","4h 55m","1 stop","No info",83
"Jet Airways","06/24/2019","Mumbai","Hyderabad","BOM → HYD","08:45 AM","10:15 AM","1h 30m","non-stop","In-flight meal not included",61
"Vistara","06/09/2019","Kolkata","Banglore","CCU → DEL → BLR","07:10 AM","06:50 PM","11h 40m","1 stop","No info",117
"IndiGo","06/01/2019","Banglore","Delhi","BLR → DEL","01:30 AM","04:15 AM","2h 45m","non-stop","No info",50
"Jet Airways","05/12/2019","Banglore","Delhi","BLR → DEL","03:15 PM","06:10 PM","2h 55m","non-stop","No info",88
"Multiple carriers","06/09/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","07:00 PM","10h","1 stop","No info",149
"Air India","04/12/2019","Banglore","Delhi","BLR → DEL","10:00 AM","12:45 PM","2h 45m","non-stop","No info",72
"Air India","06/12/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","07:15 PM","10h 15m","1 stop","No info",102
"Jet Airways","03/18/2019","Mumbai","Hyderabad","BOM → HYD","07:10 AM","08:35 AM","1h 25m","non-stop","In-flight meal not included",61
"Multiple carriers","05/09/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","07:15 PM","9h 15m","1 stop","No info",175
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","04:25 AM","22h 55m","2 stops","No info",159
"Air India","06/06/2019","Delhi","Cochin","DEL → CCU → BOM → COK","02:25 PM","07:15 PM","28h 50m","2 stops","No info",166
"Jet Airways","03/03/2019","Delhi","Cochin","DEL → IDR → BOM → COK","05:25 AM","06:50 PM","37h 25m","2 stops","No info",229
"IndiGo","04/27/2019","Banglore","Delhi","BLR → DEL","11:30 PM","02:20 AM","2h 50m","non-stop","No info",48
"SpiceJet","05/21/2019","Mumbai","Hyderabad","BOM → HYD","05:45 AM","07:15 AM","1h 30m","non-stop","No check-in baggage included",24
"Jet Airways","05/27/2019","Mumbai","Hyderabad","BOM → HYD","10:20 AM","11:50 AM","1h 30m","non-stop","In-flight meal not included",61
"Air India","03/24/2019","Kolkata","Banglore","CCU → BOM → BLR","04:50 PM","06:30 PM","25h 40m","1 stop","No info",179
"Air India","04/12/2019","Kolkata","Banglore","CCU → BLR","08:45 PM","11:20 PM","2h 35m","non-stop","No info",54
"Air India","05/18/2019","Delhi","Cochin","DEL → BOM → COK","01:00 PM","07:15 PM","6h 15m","1 stop","No info",124
"Jet Airways","03/09/2019","Delhi","Cochin","DEL → BOM → COK","02:15 AM","07:45 PM","17h 30m","1 stop","In-flight meal not included",169
"IndiGo","05/01/2019","Delhi","Cochin","DEL → LKO → COK","09:50 PM","03:35 AM","5h 45m","1 stop","No info",77
"Air Asia","05/01/2019","Kolkata","Banglore","CCU → BLR","10:20 AM","12:55 PM","2h 35m","non-stop","No info",54
"Jet Airways","03/06/2019","Delhi","Cochin","DEL → BOM → COK","06:15 PM","07:45 PM","25h 30m","1 stop","No info",208
"Multiple carriers","05/18/2019","Delhi","Cochin","DEL → BOM → COK","07:05 AM","09:00 PM","13h 55m","1 stop","No info",167
"IndiGo","03/15/2019","Banglore","New Delhi","BLR → DEL","06:25 PM","09:20 PM","2h 55m","non-stop","No info",108
"Multiple carriers","06/24/2019","Delhi","Cochin","DEL → BOM → COK","08:45 AM","07:00 PM","10h 15m","1 stop","No info",153
"Jet Airways","03/18/2019","Banglore","New Delhi","BLR → BOM → DEL","11:40 AM","08:20 PM","8h 40m","1 stop","No info",165
"Jet Airways","06/06/2019","Kolkata","Banglore","CCU → BOM → BLR","06:30 AM","12:00 PM","5h 30m","1 stop","In-flight meal not included",132
"Multiple carriers","06/09/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","09:00 PM","12h","1 stop","No info",166
"SpiceJet","06/12/2019","Chennai","Kolkata","MAA → CCU","09:45 AM","12:00 PM","2h 15m","non-stop","No check-in baggage included",43
"Vistara","03/18/2019","Chennai","Kolkata","MAA → CCU","07:05 AM","09:20 AM","2h 15m","non-stop","No info",59
"IndiGo","04/24/2019","Banglore","Delhi","BLR → DEL","11:30 PM","02:20 AM","2h 50m","non-stop","No info",48
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → BOM → COK","07:15 PM","04:25 AM","9h 10m","1 stop","In-flight meal not included",129
"IndiGo","05/15/2019","Delhi","Cochin","DEL → BOM → COK","10:35 AM","09:00 PM","10h 25m","1 stop","No info",85
"Vistara","06/27/2019","Chennai","Kolkata","MAA → CCU","05:45 PM","08:05 PM","2h 20m","non-stop","No info",146
"SpiceJet","06/06/2019","Delhi","Cochin","DEL → PNQ → COK","08:45 AM","01:15 PM","4h 30m","1 stop","No info",64
"Vistara","03/03/2019","Delhi","Cochin","DEL → COK","06:00 AM","09:10 AM","3h 10m","non-stop","No info",98
"Air India","06/01/2019","Delhi","Cochin","DEL → AMD → BOM → COK","07:45 PM","07:15 PM","23h 30m","2 stops","No info",130
"Jet Airways","05/24/2019","Kolkata","Banglore","CCU → BOM → BLR","04:30 PM","07:50 PM","27h 20m","1 stop","In-flight meal not included",132
"Multiple carriers","03/27/2019","Delhi","Cochin","DEL → HYD → COK","09:45 AM","10:20 PM","12h 35m","1 stop","No info",81
"Air India","03/21/2019","Delhi","Cochin","DEL → BOM → COK","07:00 PM","07:15 PM","24h 15m","1 stop","No info",80
"SpiceJet","03/21/2019","Mumbai","Hyderabad","BOM → HYD","01:10 PM","02:30 PM","1h 20m","non-stop","No info",39
"Air India","05/09/2019","Banglore","Delhi","BLR → DEL","10:00 AM","12:45 PM","2h 45m","non-stop","No info",64
"Jet Airways","06/21/2019","Banglore","Delhi","BLR → DEL","07:10 AM","10:10 AM","3h","non-stop","In-flight meal not included",70
"Jet Airways","06/06/2019","Delhi","Cochin","DEL → BOM → COK","08:00 AM","07:00 PM","11h","1 stop","No info",179
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","07:00 PM","13h 30m","2 stops","No info",159
"IndiGo","06/03/2019","Banglore","Delhi","BLR → DEL","10:10 PM","01:00 AM","2h 50m","non-stop","No info",41
"GoAir","03/03/2019","Banglore","New Delhi","BLR → DEL","08:55 PM","11:50 PM","2h 55m","non-stop","No info",82
"IndiGo","03/18/2019","Kolkata","Banglore","CCU → BLR","09:35 AM","12:20 PM","2h 45m","non-stop","No info",54
"IndiGo","03/09/2019","Delhi","Cochin","DEL → HYD → COK","04:55 AM","04:10 PM","11h 15m","1 stop","No info",75
"Air India","05/21/2019","Kolkata","Banglore","CCU → IXR → DEL → BLR","05:50 AM","08:25 PM","14h 35m","2 stops","No info",150
"Multiple carriers","03/21/2019","Delhi","Cochin","DEL → BOM → COK","11:40 AM","01:35 AM","13h 55m","1 stop","No info",94
"IndiGo","06/24/2019","Delhi","Cochin","DEL → BOM → COK","11:25 AM","01:30 AM","14h 5m","1 stop","No info",69
"Air India","06/12/2019","Kolkata","Banglore","CCU → BOM → BLR","04:50 PM","07:55 AM","15h 5m","1 stop","No info",102
"Air India","03/01/2019","Chennai","Kolkata","MAA → CCU","11:40 AM","01:55 PM","2h 15m","non-stop","No info",239
"Jet Airways","03/06/2019","Banglore","New Delhi","BLR → BOM → DEL","02:05 PM","05:05 AM","15h","1 stop","In-flight meal not included",165
"Jet Airways","05/01/2019","Kolkata","Banglore","CCU → BOM → BLR","09:10 PM","10:05 AM","12h 55m","1 stop","No info",180
"Multiple carriers","06/12/2019","Delhi","Cochin","DEL → HYD → COK","07:10 AM","04:10 PM","9h","1 stop","No info",79
"Air India","06/01/2019","Delhi","Cochin","DEL → BOM → COK","07:00 AM","07:15 PM","12h 15m","1 stop","No info",121
"Multiple carriers","06/06/2019","Delhi","Cochin","DEL → IXU → BOM → COK","05:50 PM","01:30 AM","7h 40m","2 stops","No info",223
"Air India","04/09/2019","Delhi","Cochin","DEL → MAA → COK","06:05 AM","09:25 AM","27h 20m","1 stop","No info",55
"IndiGo","03/15/2019","Mumbai","Hyderabad","BOM → HYD","09:20 PM","10:45 PM","1h 25m","non-stop","No info",34
"Air India","03/27/2019","Mumbai","Hyderabad","BOM → HYD","06:20 AM","07:40 AM","1h 20m","non-stop","No info",31
"SpiceJet","06/12/2019","Kolkata","Banglore","CCU → IXB → BLR","03:55 PM","09:25 PM","5h 30m","1 stop","No info",100
"Air India","03/09/2019","Delhi","Cochin","DEL → BLR → COK","08:30 PM","08:15 AM","11h 45m","1 stop","No info",110
"IndiGo","06/24/2019","Delhi","Cochin","DEL → COK","05:35 AM","08:50 AM","3h 15m","non-stop","No info",61
"Jet Airways","06/12/2019","Kolkata","Banglore","CCU → BOM → BLR","06:55 PM","07:50 PM","24h 55m","1 stop","In-flight meal not included",104
"Air India","03/03/2019","Delhi","Cochin","DEL → MAA → COK","06:05 AM","09:25 AM","27h 20m","1 stop","No info",171
"Jet Airways","05/24/2019","Banglore","Delhi","BLR → DEL","11:10 AM","02:05 PM","2h 55m","non-stop","In-flight meal not included",49
"Jet Airways","06/06/2019","Kolkata","Banglore","CCU → BOM → BLR","06:55 PM","12:00 PM","17h 5m","1 stop","In-flight meal not included",132
"IndiGo","05/06/2019","Kolkata","Banglore","CCU → BLR","09:25 PM","12:05 AM","2h 40m","non-stop","No info",59
"Multiple carriers","05/27/2019","Delhi","Cochin","DEL → BOM → COK","05:30 PM","01:30 AM","8h","1 stop","In-flight meal not included",89
"IndiGo","05/12/2019","Banglore","Delhi","BLR → DEL","04:55 PM","07:55 PM","3h","non-stop","No info",59
"Jet Airways","06/24/2019","Delhi","Cochin","DEL → BOM → COK","09:00 AM","12:35 PM","27h 35m","1 stop","In-flight meal not included",125
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → BOM → COK","08:55 PM","04:25 AM","7h 30m","1 stop","In-flight meal not included",157
"Air India","03/12/2019","Banglore","New Delhi","BLR → BOM → JDH → DEL","05:25 PM","04:20 PM","22h 55m","2 stops","No info",156
"IndiGo","03/03/2019","Delhi","Cochin","DEL → BOM → COK","04:45 AM","01:20 PM","8h 35m","1 stop","No info",181
"Air India","03/21/2019","Delhi","Cochin","DEL → UDR → BOM → COK","01:20 PM","07:15 PM","29h 55m","2 stops","No info",106
"Jet Airways","06/06/2019","Kolkata","Banglore","CCU → BOM → BLR","08:00 PM","06:15 PM","22h 15m","1 stop","In-flight meal not included",132
"SpiceJet","03/06/2019","Mumbai","Hyderabad","BOM → HYD","05:45 AM","07:05 AM","1h 20m","non-stop","No info",50
"IndiGo","05/18/2019","Kolkata","Banglore","CCU → BLR","09:25 PM","12:05 AM","2h 40m","non-stop","No info",59
"Jet Airways","05/06/2019","Banglore","Delhi","BLR → DEL","08:20 AM","11:20 AM","3h","non-stop","No info",88
"Jet Airways","03/21/2019","Banglore","New Delhi","BLR → BOM → DEL","07:00 AM","07:10 PM","12h 10m","1 stop","In-flight meal not included",96
"SpiceJet","03/18/2019","Chennai","Kolkata","MAA → CCU","09:30 AM","12:05 PM","2h 35m","non-stop","No info",47
"Multiple carriers","06/06/2019","Delhi","Cochin","DEL → BOM → COK","07:30 AM","07:15 PM","11h 45m","1 stop","No info",110
"Vistara","05/09/2019","Banglore","Delhi","BLR → DEL","05:00 PM","07:35 PM","2h 35m","non-stop","No info",60
"IndiGo","05/03/2019","Mumbai","Hyderabad","BOM → HYD","02:35 AM","04:05 AM","1h 30m","non-stop","No info",34
"Vistara","06/27/2019","Banglore","Delhi","BLR → DEL","07:00 AM","09:40 AM","2h 40m","non-stop","No info",57
"Air Asia","05/12/2019","Kolkata","Banglore","CCU → BLR","10:20 AM","12:55 PM","2h 35m","non-stop","No info",64
"Jet Airways","06/06/2019","Delhi","Cochin","DEL → JAI → BOM → COK","05:30 AM","04:25 AM","22h 55m","2 stops","In-flight meal not included",126
"IndiGo","03/09/2019","Delhi","Cochin","DEL → HYD → MAA → COK","06:40 AM","09:20 PM","14h 40m","2 stops","No info",99
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → BOM → COK","01:00 PM","04:25 AM","15h 25m","1 stop","No info",149
"Jet Airways","03/15/2019","Banglore","New Delhi","BLR → BOM → DEL","08:00 AM","03:15 PM","7h 15m","1 stop","In-flight meal not included",111
"Air India","06/06/2019","Delhi","Cochin","DEL → HYD → MAA → COK","01:15 PM","09:25 AM","20h 10m","2 stops","No info",133
"Air India","06/06/2019","Delhi","Cochin","DEL → GOI → BOM → COK","10:55 AM","07:40 AM","20h 45m","2 stops","No info",143
"SpiceJet","04/24/2019","Kolkata","Banglore","CCU → BLR","05:10 PM","07:40 PM","2h 30m","non-stop","No info",51
"Jet Airways","05/21/2019","Kolkata","Banglore","CCU → BOM → BLR","08:00 PM","07:50 PM","23h 50m","1 stop","In-flight meal not included",132
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → BOM → COK","04:00 PM","07:00 PM","27h","1 stop","No info",179
"Jet Airways","06/12/2019","Kolkata","Banglore","CCU → BOM → BLR","06:30 AM","12:00 PM","5h 30m","1 stop","In-flight meal not included",121
"IndiGo","03/03/2019","Delhi","Cochin","DEL → BOM → COK","09:10 AM","09:00 PM","11h 50m","1 stop","No info",181
"IndiGo","03/06/2019","Chennai","Kolkata","MAA → CCU","01:20 PM","03:35 PM","2h 15m","non-stop","No info",89
"Air India","06/06/2019","Delhi","Cochin","DEL → JAI → BOM → COK","06:45 PM","07:15 PM","24h 30m","2 stops","No info",164
"SpiceJet","05/21/2019","Chennai","Kolkata","MAA → CCU","05:45 PM","08:05 PM","2h 20m","non-stop","No check-in baggage included",43
"Multiple carriers","06/27/2019","Delhi","Cochin","DEL → BOM → COK","07:00 PM","01:30 AM","6h 30m","1 stop","No info",88
"Jet Airways","06/01/2019","Delhi","Cochin","DEL → BOM → COK","08:00 AM","04:25 AM","20h 25m","1 stop","In-flight meal not included",125
"IndiGo","03/15/2019","Kolkata","Banglore","CCU → BLR","03:20 PM","05:55 PM","2h 35m","non-stop","No info",51
"Jet Airways","06/27/2019","Banglore","Delhi","BLR → DEL","03:15 PM","06:10 PM","2h 55m","non-stop","No info",98
"Jet Airways","06/09/2019","Delhi","Cochin","DEL → BOM → COK","10:50 PM","04:25 AM","5h 35m","1 stop","In-flight meal not included",125
"SpiceJet","06/15/2019","Kolkata","Banglore","CCU → BLR","02:55 PM","05:25 PM","2h 30m","non-stop","No check-in baggage included",47
"Jet Airways","03/12/2019","Banglore","New Delhi","BLR → MAA → DEL","09:45 AM","12:30 AM","14h 45m","1 stop","No info",140
"Jet Airways","05/01/2019","Kolkata","Banglore","CCU → BOM → BLR","08:25 AM","08:45 PM","12h 20m","1 stop","No info",180
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → BOM → COK","05:30 PM","07:00 PM","25h 30m","1 stop","No info",196
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → BOM → COK","10:50 PM","04:25 AM","5h 35m","1 stop","In-flight meal not included",157
"Multiple carriers","03/06/2019","Delhi","Cochin","DEL → BOM → COK","07:30 AM","07:15 PM","11h 45m","1 stop","No info",187
"IndiGo","03/24/2019","Banglore","New Delhi","BLR → DEL","06:25 PM","09:20 PM","2h 55m","non-stop","No info",89
"SpiceJet","03/24/2019","Kolkata","Banglore","CCU → MAA → BLR","03:05 PM","08:45 PM","5h 40m","1 stop","No info",76
"Air India","06/09/2019","Kolkata","Banglore","CCU → BBI → BLR","09:10 AM","01:15 PM","4h 5m","1 stop","No info",110
"IndiGo","03/21/2019","Delhi","Cochin","DEL → HYD → COK","02:20 PM","10:20 PM","8h","1 stop","No info",80
"GoAir","04/09/2019","Banglore","Delhi","BLR → DEL","08:55 PM","11:40 PM","2h 45m","non-stop","No info",52
"IndiGo","03/12/2019","Kolkata","Banglore","CCU → BLR","08:25 PM","11:05 PM","2h 40m","non-stop","No info",51
"SpiceJet","05/24/2019","Banglore","Delhi","BLR → DEL","09:10 PM","12:05 AM","2h 55m","non-stop","No info",48
"Air Asia","05/06/2019","Kolkata","Banglore","CCU → DEL → BLR","07:35 AM","11:30 PM","15h 55m","1 stop","No info",63
"Jet Airways","04/09/2019","Delhi","Cochin","DEL → AMD → BOM → COK","01:25 PM","12:35 PM","23h 10m","2 stops","No info",116
"Jet Airways","06/03/2019","Delhi","Cochin","DEL → JDH → BOM → COK","11:40 AM","07:00 PM","7h 20m","2 stops","No info",229
"Air India","06/18/2019","Delhi","Cochin","DEL → COK","05:10 AM","08:00 AM","2h 50m","non-stop","No info",63
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → BOM → COK","11:30 AM","07:00 PM","7h 30m","1 stop","No info",196
"Jet Airways","06/15/2019","Banglore","Delhi","BLR → DEL","07:50 PM","10:50 PM","3h","non-stop","In-flight meal not included",88
"Multiple carriers","05/27/2019","Delhi","Cochin","DEL → BOM → COK","05:45 PM","01:30 AM","7h 45m","1 stop","No info",83
"Jet Airways","05/09/2019","Kolkata","Banglore","CCU → DEL → BLR","09:35 AM","10:55 AM","25h 20m","1 stop","No info",134
"Multiple carriers","06/24/2019","Delhi","Cochin","DEL → IDR → BOM → COK","03:05 PM","01:30 AM","10h 25m","2 stops","No info",195
"Air India","04/09/2019","Delhi","Cochin","DEL → JDH → BOM → COK","12:55 PM","07:15 PM","30h 20m","2 stops","No info",122
"IndiGo","06/06/2019","Kolkata","Banglore","CCU → BLR","10:15 PM","12:50 AM","2h 35m","non-stop","No info",59
"Jet Airways","05/27/2019","Delhi","Cochin","DEL → BOM → COK","10:00 AM","07:00 PM","9h","1 stop","No info",196
"Jet Airways","06/12/2019","Delhi","Cochin","DEL → IDR → BOM → COK","09:25 PM","12:35 PM","15h 10m","2 stops","In-flight meal not included",140
"Air India","06/09/2019","Kolkata","Banglore","CCU → BOM → COK → BLR","09:25 AM","01:45 PM","28h 20m","2 stops","No info",141
"Jet Airways","04/24/2019","Banglore","Delhi","BLR → DEL","05:45 PM","08:45 PM","3h","non-stop","No info",88
"Jet Airways","04/27/2019","Banglore","Delhi","BLR → DEL","06:00 AM","08:45 AM","2h 45m","non-stop","In-flight meal not included",55
"IndiGo","05/15/2019","Delhi","Cochin","DEL → BLR → COK","05:10 AM","10:05 AM","4h 55m","1 stop","No info",79
"IndiGo","06/15/2019","Kolkata","Banglore","CCU → BLR","09:25 PM","12:05 AM","2h 40m","non-stop","No info",59
"Air India","03/01/2019","Banglore","New Delhi","BLR → CCU → DEL","11:05 AM","09:15 AM","22h 10m","1 stop","No info",164
"Jet Airways","03/27/2019","Delhi","Cochin","DEL → BOM → COK","06:15 PM","04:25 AM","10h 10m","1 stop","In-flight meal not included",80
"IndiGo","06/01/2019","Banglore","Delhi","BLR → DEL","11:30 PM","02:20 AM","2h 50m","non-stop","No info",56
"IndiGo","03/18/2019","Banglore","New Delhi","BLR → HYD → DEL","04:15 PM","08:35 PM","4h 20m","1 stop","No info",54
"Air Asia","03/21/2019","Delhi","Cochin","DEL → BLR → COK","08:10 PM","07:10 AM","11h","1 stop","No info",75
"Jet Airways","06/21/2019","Banglore","Delhi","BLR → DEL","05:45 PM","08:45 PM","3h","non-stop","In-flight meal not included",95
"Jet Airways","06/24/2019","Delhi","Cochin","DEL → BOM → COK","02:00 PM","12:35 PM","22h 35m","1 stop","In-flight meal not included",125
"Jet Airways","06/09/2019","Banglore","Delhi","BLR → DEL","06:55 PM","10:00 PM","3h 5m","non-stop","No info",98
"SpiceJet","03/24/2019","Kolkata","Banglore","CCU → BLR","06:55 AM","09:35 AM","2h 40m","non-stop","No check-in baggage included",58
"Vistara","06/27/2019","Banglore","Delhi","BLR → DEL","11:30 AM","02:20 PM","2h 50m","non-stop","No info",57
